"종목별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"인쇄.목재.가구.공예","필기합격률[%]","%","70.68","74.07","72.17","68.86","69.24",
"인쇄.목재.가구.공예","실기접수[명]","명","5679","5042","5478","5506","5551",
"인쇄.목재.가구.공예","실기응시[명]","명","5259","4656","5018","4980","5033",
"인쇄.목재.가구.공예","실기합격[명]","명","3456","3480","3416","3317","3412",
"인쇄.목재.가구.공예","실기합격률[%]","%","65.72","74.74","68.07","66.61","67.79",
"인쇄.사진","필기접수[명]","명","2986","2128","2891","2854","3145",
"인쇄.사진","필기응시[명]","명","2396","1754","2391","2301","2464",
"인쇄.사진","필기합격[명]","명","1746","1377","1803","1598","1662",
"인쇄.사진","필기합격률[%]","%","72.87","78.51","75.41","69.45","67.45",
"인쇄.사진","실기접수[명]","명","3297","2767","2800","2907","2787",
"인쇄.사진","실기응시[명]","명","3016","2516","2516","2587","2460",
"인쇄.사진","실기합격[명]","명","2063","1871","1793","1830","1782",
"인쇄.사진","실기합격률[%]","%","68.4","74.36","71.26","70.74","72.44",
"전자출판기능사","필기접수[명]","명","778","721","966","917","951",
"전자출판기능사","필기응시[명]","명","660","640","845","774","798",
"전자출판기능사","필기합격[명]","명","554","561","737","642","662",
"전자출판기능사","필기합격률[%]","%","83.94","87.66","87.22","82.95","82.96",
"전자출판기능사","실기접수[명]","명","1379","1324","1309","1317","1274",
"전자출판기능사","실기응시[명]","명","1226","1159","1120","1116","1065",
"전자출판기능사","실기합격[명]","명","1011","971","976","955","956",
"전자출판기능사","실기합격률[%]","%","82.46","83.78","87.14","85.57","89.77",
"인쇄기능사","필기접수[명]","명","35","23","19","16","37",
"인쇄기능사","필기응시[명]","명","28","17","14","12","29",
"인쇄기능사","필기합격[명]","명","11","6","9","6","17",
"인쇄기능사","필기합격률[%]","%","39.29","35.29","64.29","50","58.62",
"인쇄기능사","실기접수[명]","명","84","43","49","44","39",
"인쇄기능사","실기응시[명]","명","82","43","49","43","39",
"인쇄기능사","실기합격[명]","명","76","43","49","42","39",
"인쇄기능사","실기합격률[%]","%","92.68","100","100","97.67","100",
"사진기능사","필기접수[명]","명","2173","1384","1906","1921","2157",
"사진기능사","필기응시[명]","명","1708","1097","1532","1515","1637",
"사진기능사","필기합격[명]","명","1181","810","1057","950","983",
"사진기능사","필기합격률[%]","%","69.15","73.84","68.99","62.71","60.05",
"사진기능사","실기접수[명]","명","1834","1400","1442","1546","1474",
"사진기능사","실기응시[명]","명","1708","1314","1347","1428","1356",
"사진기능사","실기합격[명]","명","976","857","768","833","787",
"사진기능사","실기합격률[%]","%","57.14","65.22","57.02","58.33","58.04",
"목재.가구.공예","필기접수[명]","명","2998","2750","3687","3392","3900",
"목재.가구.공예","필기응시[명]","명","2593","2388","3251","2933","3355",
"목재.가구.공예","필기합격[명]","명","1780","1691","2269","2006","2367",
"목재.가구.공예","필기합격률[%]","%","68.65","70.81","69.79","68.39","70.55",
"목재.가구.공예","실기접수[명]","명","2382","2275","2678","2599","2764",
"목재.가구.공예","실기응시[명]","명","2243","2140","2502","2393","2573",
"목재.가구.공예","실기합격[명]","명","1393","1609","1623","1487","1630",
"목재.가구.공예","실기합격률[%]","%","62.1","75.19","64.87","62.14","63.35",
"석공예기능사","필기접수[명]","명","4","2","3","0","1",
"석공예기능사","필기응시[명]","명","2","2","3","0","1",
"석공예기능사","필기합격[명]","명","1","1","2","0","1",
"석공예기능사","필기합격률[%]","%","50","50","66.67","0","100",
"석공예기능사","실기접수[명]","명","0","1","2","2","1",
"석공예기능사","실기응시[명]","명","0","1","2","2","1",
"석공예기능사","실기합격[명]","명","0","1","0","1","1",
"석공예기능사","실기합격률[%]","%","0","100","0","50","100",
"가구제작기능사","필기접수[명]","명","1431","975","1320","1382","1502",
"가구제작기능사","필기응시[명]","명","1215","848","1182","1191","1308",
"가구제작기능사","필기합격[명]","명","867","637","879","894","1000",
"가구제작기능사","필기합격률[%]","%","71.36","75.12","74.37","75.06","76.45",
"가구제작기능사","실기접수[명]","명","956","779","974","1040","1171",
"가구제작기능사","실기응시[명]","명","908","715","904","950","1086",
"가구제작기능사","실기합격[명]","명","573","436","437","433","531",
"가구제작기능사","실기합격률[%]","%","63.11","60.98","48.34","45.58","48.9",
"귀금속가공기능사","필기접수[명]","명","270","336","381","244","228",
"귀금속가공기능사","필기응시[명]","명","252","291","340","222","195",
"귀금속가공기능사","필기합격[명]","명","176","181","231","142","124",
"귀금속가공기능사","필기합격률[%]","%","69.84","62.2","67.94","63.96","63.59",
"귀금속가공기능사","실기접수[명]","명","312","392","394","334","193",
"귀금속가공기능사","실기응시[명]","명","299","380","369","308","187",
"귀금속가공기능사","실기합격[명]","명","256","348","308","257","161",
"귀금속가공기능사","실기합격률[%]","%","85.62","91.58","83.47","83.44","86.1",
"목공예기능사","필기접수[명]","명","283","360","455","411","484",
"목공예기능사","필기응시[명]","명","259","300","375","324","405",
"목공예기능사","필기합격[명]","명","145","186","219","192","255",
"목공예기능사","필기합격률[%]","%","55.98","62","58.4","59.26","62.96",
"목공예기능사","실기접수[명]","명","183","172","218","209","235",
"목공예기능사","실기응시[명]","명","172","156","186","180","205",
"목공예기능사","실기합격[명]","명","119","66","93","85","116",
"목공예기능사","실기합격률[%]","%","69.19","42.31","50","47.22","56.59",
"보석가공기능사","필기접수[명]","명","32","23","27","0","17",
"보석가공기능사","필기응시[명]","명","24","21","25","0","11",
"보석가공기능사","필기합격[명]","명","13","16","13","0","8",
"보석가공기능사","필기합격률[%]","%","54.17","76.19","52","0","72.73",
"보석가공기능사","실기접수[명]","명","16","16","21","14","26",
"보석가공기능사","실기응시[명]","명","14","16","19","13","25",
"보석가공기능사","실기합격[명]","명","13","16","19","13","25",
"보석가공기능사","실기합격률[%]","%","92.86","100","100","100","100",
"도자공예기능사","필기접수[명]","명","358","354","570","490","782",
"도자공예기능사","필기응시[명]","명","318","317","527","441","685",
"도자공예기능사","필기합격[명]","명","230","215","360","270","430",
"도자공예기능사","필기합격률[%]","%","72.33","67.82","68.31","61.22","62.77",
"도자공예기능사","실기접수[명]","명","419","404","529","431","538",
"도자공예기능사","실기응시[명]","명","402","387","498","397","506",
"도자공예기능사","실기합격[명]","명","318","309","429","344","440",
"도자공예기능사","실기합격률[%]","%","79.1","79.84","86.14","86.65","86.96",
"피아노조율기능사","필기접수[명]","명","70","62","85","86","115",
"피아노조율기능사","필기응시[명]","명","64","55","75","77","90",
"피아노조율기능사","필기합격[명]","명","38","36","61","61","75",
"피아노조율기능사","필기합격률[%]","%","59.38","65.45","81.33","79.22","83.33",
"피아노조율기능사","실기접수[명]","명","39","34","60","69","80",
"피아노조율기능사","실기응시[명]","명","37","34","55","67","70",
"피아노조율기능사","실기합격[명]","명","8","4","10","23","11",
"피아노조율기능사","실기합격률[%]","%","21.62","11.76","18.18","34.33","15.71",
"보석감정사","필기접수[명]","명","550","638","846","779","771",
"보석감정사","필기응시[명]","명","459","554","724","678","660",
"보석감정사","필기합격[명]","명","310","419","504","447","474",
"보석감정사","필기합격률[%]","%","67.54","75.63","69.61","65.93","71.82",
"보석감정사","실기접수[명]","명","457","477","480","500","520",
"보석감정사","실기응시[명]","명","411","451","469","476","493",
"보석감정사","실기합격[명]","명","106","429","327","331","345",
"보석감정사","실기합격률[%]","%","25.79","95.12","69.72","69.54","69.98",
"농림어업","필기접수[명]","명","34474","25928","30040","27300","29922",
"농림어업","필기응시[명]","명","29971","21670","25741","22685","24727",
"농림어업","필기합격[명]","명","18443","14138","16943","14550","15394",
"농림어업","필기합격률[%]","%","61.54","65.24","65.82","64.14","62.26",
"농림어업","실기접수[명]","명","22209","16871","20961","19286","19285",
"농림어업","실기응시[명]","명","20828","15566","18776","16876","17166",
"농림어업","실기합격[명]","명","15477","11693","11823","9873","11894",
"농림어업","실기합격률[%]","%","74.31","75.12","62.97","58.5","69.29",
"농업","필기접수[명]","명","19039","15447","19348","17289","19183",
"농업","필기응시[명]","명","16494","13089","16568","14230","15787",
"농업","필기합격[명]","명","11768","9628","11764","9718","10403",
"농업","필기합격률[%]","%","71.35","73.56","71","68.29","65.9",
"농업","실기접수[명]","명","13592","11015","14580","13248","13384",
"농업","실기응시[명]","명","12508","10051","12774","11206","11555",
"농업","실기합격[명]","명","8783","7417","7092","5372","7417",
"농업","실기합격률[%]","%","70.22","73.79","55.52","47.94","64.19",
"유기농업기능사","필기접수[명]","명","6014","4955","6434","5548","6999",
"유기농업기능사","필기응시[명]","명","5268","4163","5491","4507","5617",
"유기농업기능사","필기합격[명]","명","3080","2627","3299","2514","3056",
"유기농업기능사","필기합격률[%]","%","58.47","63.1","60.08","55.78","54.41",
"유기농업기능사","실기접수[명]","명","3191","2632","3723","3564","4240",
"유기농업기능사","실기응시[명]","명","3086","2516","3338","3068","3647",
"유기농업기능사","실기합격[명]","명","2986","2474","2676","1075","3094",
"유기농업기능사","실기합격률[%]","%","96.76","98.33","80.17","35.04","84.84",
"종자기능사","필기접수[명]","명","2592","2308","3007","2950","3475",
"종자기능사","필기응시[명]","명","2220","1879","2459","2363","2819",
"종자기능사","필기합격[명]","명","1289","1128","1466","1397","1593",
"종자기능사","필기합격률[%]","%","58.06","60.03","59.62","59.12","56.51",
"종자기능사","실기접수[명]","명","2131","1914","2812","2385","2197",
"종자기능사","실기응시[명]","명","2018","1786","2409","1940","1823",
"종자기능사","실기합격[명]","명","1732","1573","773","1239","1326",
"종자기능사","실기합격률[%]","%","85.83","88.07","32.09","63.87","72.74",
"화훼장식기능사","필기접수[명]","명","10039","7827","9487","8215","7978",
"화훼장식기능사","필기응시[명]","명","8672","6772","8265","6882","6747",
"화훼장식기능사","필기합격[명]","명","7298","5746","6877","5640","5553",
"화훼장식기능사","필기합격률[%]","%","84.16","84.85","83.21","81.95","82.3",
"화훼장식기능사","실기접수[명]","명","8158","6343","7839","6731","6313",
"화훼장식기능사","실기응시[명]","명","7297","5640","6838","5648","5481",
"화훼장식기능사","실기합격[명]","명","4008","3311","3515","2608","2471",
"화훼장식기능사","실기합격률[%]","%","54.93","58.71","51.4","46.18","45.08",
"원예기능사","필기접수[명]","명","394","357","420","576","731",
"원예기능사","필기응시[명]","명","334","275","353","478","604",
"원예기능사","필기합격[명]","명","101","127","122","167","201",
"원예기능사","필기합격률[%]","%","30.24","46.18","34.56","34.94","33.28",
"원예기능사","실기접수[명]","명","112","126","206","568","634",
"원예기능사","실기응시[명]","명","107","109","189","550","604",
"원예기능사","실기합격[명]","명","57","59","128","450","526",
"원예기능사","실기합격률[%]","%","53.27","54.13","67.72","81.82","87.09",
"축산","필기접수[명]","명","1692","1718","2240","2296","2664",
"축산","필기응시[명]","명","1448","1419","1874","1878","2122",
"축산","필기합격[명]","명","952","854","1111","1092","1227",
"축산","필기합격률[%]","%","65.75","60.18","59.28","58.15","57.82",
"축산","실기접수[명]","명","1496","1334","1655","1652","1688",
"축산","실기응시[명]","명","1425","1251","1563","1550","1623",
"축산","실기합격[명]","명","1150","1015","1267","1207","1292",
"축산","실기합격률[%]","%","80.7","81.14","81.06","77.87","79.61",
"축산기능사","필기접수[명]","명","412","473","720","765","892",
"축산기능사","필기응시[명]","명","341","399","609","626","698",
"축산기능사","필기합격[명]","명","203","231","320","323","351",
"축산기능사","필기합격률[%]","%","59.53","57.89","52.55","51.6","50.29",
"축산기능사","실기접수[명]","명","849","778","925","898","902",
"축산기능사","실기응시[명]","명","816","749","885","870","884",
"축산기능사","실기합격[명]","명","741","696","842","833","843",
"축산기능사","실기합격률[%]","%","90.81","92.92","95.14","95.75","95.36",
"식육처리기능사","필기접수[명]","명","1280","1245","1520","1531","1772",
"식육처리기능사","필기응시[명]","명","1107","1020","1265","1252","1424",
"식육처리기능사","필기합격[명]","명","749","623","791","769","876",
"식육처리기능사","필기합격률[%]","%","67.66","61.08","62.53","61.42","61.52",
"식육처리기능사","실기접수[명]","명","647","556","730","754","786",
"식육처리기능사","실기응시[명]","명","609","502","678","680","739",
"식육처리기능사","실기합격[명]","명","409","319","425","374","449",
"식육처리기능사","실기합격률[%]","%","67.16","63.55","62.68","55","60.76",
"임업","필기접수[명]","명","13638","8714","8399","7642","8002",
"임업","필기응시[명]","명","11936","7124","7255","6517","6761",
"임업","필기합격[명]","명","5667","3630","4046","3712","3744",
"임업","필기합격률[%]","%","47.48","50.95","55.77","56.96","55.38",
"임업","실기접수[명]","명","6923","4395","4601","4261","4121",
"임업","실기응시[명]","명","6705","4139","4322","4000","3906",
"임업","실기합격[명]","명","5369","3141","3351","3183","3109",
"임업","실기합격률[%]","%","80.07","75.89","77.53","79.58","79.6",
"임업종묘기능사","필기접수[명]","명","221","161","257","197","261",
"임업종묘기능사","필기응시[명]","명","195","140","232","177","222",
"임업종묘기능사","필기합격[명]","명","88","65","108","74","111",
"임업종묘기능사","필기합격률[%]","%","45.13","46.43","46.55","41.81","50",
"임업종묘기능사","실기접수[명]","명","144","145","146","120","147",
"임업종묘기능사","실기응시[명]","명","139","143","140","116","131",
"임업종묘기능사","실기합격[명]","명","92","137","118","107","107",
"임업종묘기능사","실기합격률[%]","%","66.19","95.8","84.29","92.24","81.68",
"버섯종균기능사","필기접수[명]","명","9148","4059","2027","1771","1704",
"버섯종균기능사","필기응시[명]","명","8027","3168","1687","1419","1390",
"버섯종균기능사","필기합격[명]","명","3805","1584","1002","868","783",
"버섯종균기능사","필기합격률[%]","%","47.4","50","59.4","61.17","56.33",
"버섯종균기능사","실기접수[명]","명","4726","2056","1137","967","815",
"버섯종균기능사","실기응시[명]","명","4603","1935","1045","901","774",
"버섯종균기능사","실기합격[명]","명","3859","1403","932","750","681",
"버섯종균기능사","실기합격률[%]","%","83.84","72.51","89.19","83.24","87.98",
"산림기능사","필기접수[명]","명","4243","4438","6063","5674","5997",
"산림기능사","필기응시[명]","명","3693","3768","5290","4921","5118",
"산림기능사","필기합격[명]","명","1773","1970","2926","2770","2842",
"산림기능사","필기합격률[%]","%","48.01","52.28","55.31","56.29","55.53",
"산림기능사","실기접수[명]","명","2052","2187","3308","3172","3153",
"산림기능사","실기응시[명]","명","1962","2054","3129","2982","2995",
"산림기능사","실기합격[명]","명","1417","1595","2294","2325","2320",
"산림기능사","실기합격률[%]","%","72.22","77.65","73.31","77.97","77.46",
"임산가공기능사","필기접수[명]","명","26","56","52","0","40",
"임산가공기능사","필기응시[명]","명","21","48","46","0","31",
"임산가공기능사","필기합격[명]","명","1","11","10","0","8",
"임산가공기능사","필기합격률[%]","%","4.76","22.92","21.74","0","25.81",
"임산가공기능사","실기접수[명]","명","1","7","10","2","6",
"임산가공기능사","실기응시[명]","명","1","7","8","1","6",
"임산가공기능사","실기합격[명]","명","1","6","7","1","1",
"임산가공기능사","실기합격률[%]","%","100","85.71","87.5","100","16.67",
"어업","필기접수[명]","명","105","49","53","73","73",
"어업","필기응시[명]","명","93","38","44","60","57",
"어업","필기합격[명]","명","56","26","22","28","20",
"어업","필기합격률[%]","%","60.22","68.42","50","46.67","35.09",
"어업","실기접수[명]","명","198","127","125","125","92",
"어업","실기응시[명]","명","190","125","117","120","82",
"어업","실기합격[명]","명","175","120","113","111","76",
"어업","실기합격률[%]","%","92.11","96","96.58","92.5","92.68",
"수산양식기능사","필기접수[명]","명","105","49","53","73","73",
"수산양식기능사","필기응시[명]","명","93","38","44","60","57",
"수산양식기능사","필기합격[명]","명","56","26","22","28","20",
"수산양식기능사","필기합격률[%]","%","60.22","68.42","50","46.67","35.09",
"수산양식기능사","실기접수[명]","명","198","127","125","125","92",
"수산양식기능사","실기응시[명]","명","190","125","117","120","82",
"수산양식기능사","실기합격[명]","명","175","120","113","111","76",
"수산양식기능사","실기합격률[%]","%","92.11","96","96.58","92.5","92.68",
"안전관리","필기접수[명]","명","21744","17173","21111","21510","25189",
"안전관리","필기응시[명]","명","16589","13094","15769","15321","17705",
"안전관리","필기합격[명]","명","5654","4876","5483","5310","5741",
"안전관리","필기합격률[%]","%","34.08","37.24","34.77","34.66","32.43",
"안전관리","실기접수[명]","명","8514","7200","9006","9258","9526",
"안전관리","실기응시[명]","명","7946","6646","7784","7768","7971",
"안전관리","실기합격[명]","명","4595","4111","3929","3251","5075",
"안전관리","실기합격률[%]","%","57.83","61.86","50.48","41.85","63.67",
"안전관리","필기접수[명]","명","14705","11872","16050","17106","20406",
"안전관리","필기응시[명]","명","11090","8891","11747","11955","13963",
"안전관리","필기합격[명]","명","3426","3003","3753","3986","4308",
"안전관리","필기합격률[%]","%","30.89","33.78","31.95","33.34","30.85",
"안전관리","실기접수[명]","명","5407","4740","6637","7284","7730",
"안전관리","실기응시[명]","명","5086","4442","5611","5984","6311",
"안전관리","실기합격[명]","명","2828","2597","2479","2049","4013",
"안전관리","실기합격률[%]","%","55.6","58.46","44.18","34.24","63.59",
"가스기능사","필기접수[명]","명","14705","11872","16050","17106","20406",
"가스기능사","필기응시[명]","명","11090","8891","11747","11955","13963",
"가스기능사","필기합격[명]","명","3426","3003","3753","3986","4308",
"가스기능사","필기합격률[%]","%","30.89","33.78","31.95","33.34","30.85",
"가스기능사","실기접수[명]","명","5407","4740","6637","7284","7730",
"가스기능사","실기응시[명]","명","5086","4442","5611","5984","6311",
"가스기능사","실기합격[명]","명","2828","2597","2479","2049","4013",
"가스기능사","실기합격률[%]","%","55.6","58.46","44.18","34.24","63.59",
"비파괴검사","필기접수[명]","명","7039","5301","5061","4404","4783",
"비파괴검사","필기응시[명]","명","5499","4203","4022","3366","3742",
"비파괴검사","필기합격[명]","명","2228","1873","1730","1324","1433",
"비파괴검사","필기합격률[%]","%","40.52","44.56","43.01","39.33","38.3",
"비파괴검사","실기접수[명]","명","3107","2460","2369","1974","1796",
"비파괴검사","실기응시[명]","명","2860","2204","2173","1784","1660",
"비파괴검사","실기합격[명]","명","1767","1514","1450","1202","1062",
"비파괴검사","실기합격률[%]","%","61.78","68.69","66.73","67.38","63.98",
"방사선비파괴검사기능사","필기접수[명]","명","762","716","650","512","341",
"방사선비파괴검사기능사","필기응시[명]","명","555","544","494","352","243",
"방사선비파괴검사기능사","필기합격[명]","명","182","197","183","125","88",
"방사선비파괴검사기능사","필기합격률[%]","%","32.79","36.21","37.04","35.51","36.21",
"방사선비파괴검사기능사","실기접수[명]","명","236","297","263","155","96",
"방사선비파괴검사기능사","실기응시[명]","명","206","262","237","137","82",
"방사선비파괴검사기능사","실기합격[명]","명","168","210","180","96","55",
"방사선비파괴검사기능사","실기합격률[%]","%","81.55","80.15","75.95","70.07","67.07",
"초음파비파괴검사기능사","필기접수[명]","명","1448","1163","1054","895","906",
"초음파비파괴검사기능사","필기응시[명]","명","1094","876","791","641","648",
"초음파비파괴검사기능사","필기합격[명]","명","382","318","298","257","223",
"초음파비파괴검사기능사","필기합격률[%]","%","34.92","36.3","37.67","40.09","34.41",
"초음파비파괴검사기능사","실기접수[명]","명","630","503","503","362","323",
"초음파비파괴검사기능사","실기응시[명]","명","562","428","445","298","279",
"초음파비파괴검사기능사","실기합격[명]","명","213","194","221","173","153",
"초음파비파괴검사기능사","실기합격률[%]","%","37.9","45.33","49.66","58.05","54.84",
"자기비파괴검사기능사","필기접수[명]","명","1707","1434","1555","1305","1567",
"자기비파괴검사기능사","필기응시[명]","명","1331","1159","1249","1029","1248",
"자기비파괴검사기능사","필기합격[명]","명","566","545","560","396","471",
"자기비파괴검사기능사","필기합격률[%]","%","42.52","47.02","44.84","38.48","37.74",
"자기비파괴검사기능사","실기접수[명]","명","800","770","786","645","637",
"자기비파괴검사기능사","실기응시[명]","명","750","705","741","599","595",
"자기비파괴검사기능사","실기합격[명]","명","470","486","517","372","347",
"자기비파괴검사기능사","실기합격률[%]","%","62.67","68.94","69.77","62.1","58.32",
"침투비파괴검사기능사","필기접수[명]","명","3122","1988","1802","1692","1969",
"침투비파괴검사기능사","필기응시[명]","명","2519","1624","1488","1344","1603",
"침투비파괴검사기능사","필기합격[명]","명","1098","813","689","546","651",
"침투비파괴검사기능사","필기합격률[%]","%","43.59","50.06","46.3","40.63","40.61",
"침투비파괴검사기능사","실기접수[명]","명","1441","890","817","812","740",
"침투비파괴검사기능사","실기응시[명]","명","1342","809","750","750","704",
"침투비파괴검사기능사","실기합격[명]","명","916","624","532","561","507",
"침투비파괴검사기능사","실기합격률[%]","%","68.26","77.13","70.93","74.8","72.02",
"환경.에너지","필기접수[명]","명","26706","21802","24319","22161","25637",
"환경.에너지","필기응시[명]","명","20434","16562","18691","16272","19077",
"환경.에너지","필기합격[명]","명","9726","8429","8867","7214","8311",
"환경.에너지","필기합격률[%]","%","47.6","50.89","47.44","44.33","43.57",
"환경.에너지","실기접수[명]","명","13447","12076","12915","10554","11433",
"환경.에너지","실기응시[명]","명","12065","10660","11290","9182","10118",
"환경.에너지","실기합격[명]","명","6680","5782","7353","5921","6712",
"환경.에너지","실기합격률[%]","%","55.37","54.24","65.13","64.48","66.34",
"환경","필기접수[명]","명","9375","7910","9492","9167","10864",
"환경","필기응시[명]","명","6921","5758","7047","6466","7701",
"환경","필기합격[명]","명","2733","2695","3013","2599","2995",
"환경","필기합격률[%]","%","39.49","46.8","42.76","40.19","38.89",
"환경","실기접수[명]","명","3726","3395","3872","3329","3785",
"환경","실기응시[명]","명","3458","3122","3525","2997","3454",
"환경","실기합격[명]","명","2884","2715","3021","2599","2928",
"환경","실기합격률[%]","%","83.4","86.96","85.7","86.72","84.77",
"환경기능사","필기접수[명]","명","9375","7910","9492","9167","10864",
"환경기능사","필기응시[명]","명","6921","5758","7047","6466","7701",
"환경기능사","필기합격[명]","명","2733","2695","3013","2599","2995",
"환경기능사","필기합격률[%]","%","39.49","46.8","42.76","40.19","38.89",
"환경기능사","실기접수[명]","명","3726","3395","3872","3329","3785",
"환경기능사","실기응시[명]","명","3458","3122","3525","2997","3454",
"환경기능사","실기합격[명]","명","2884","2715","3021","2599","2928",
"환경기능사","실기합격률[%]","%","83.4","86.96","85.7","86.72","84.77",
"에너지.기상","필기접수[명]","명","17331","13892","14827","12994","14773",
"에너지.기상","필기응시[명]","명","13513","10804","11644","9806","11376",
"에너지.기상","필기합격[명]","명","6993","5734","5854","4615","5316",
"에너지.기상","필기합격률[%]","%","51.75","53.07","50.27","47.06","46.73",
"에너지.기상","실기접수[명]","명","9721","8681","9043","7225","7648",
"에너지.기상","실기응시[명]","명","8607","7538","7765","6185","6664",
"에너지.기상","실기합격[명]","명","3796","3067","4332","3322","3784",
"에너지.기상","실기합격률[%]","%","44.1","40.69","55.79","53.71","56.78",
"신재생에너지발전설비기능사(태양광)","필기접수[명]","명","4535","3435","3430","2923","3643",
"신재생에너지발전설비기능사(태양광)","필기응시[명]","명","3717","2791","2790","2252","2870",
"신재생에너지발전설비기능사(태양광)","필기합격[명]","명","2350","1697","1634","1266","1636",
"신재생에너지발전설비기능사(태양광)","필기합격률[%]","%","63.22","60.8","58.57","56.22","57",
"신재생에너지발전설비기능사(태양광)","실기접수[명]","명","3701","3134","3080","2455","2630",
"신재생에너지발전설비기능사(태양광)","실기응시[명]","명","2915","2363","2234","1784","1974",
"신재생에너지발전설비기능사(태양광)","실기합격[명]","명","889","485","742","675","965",
"신재생에너지발전설비기능사(태양광)","실기합격률[%]","%","30.5","20.52","33.21","37.84","48.89",
"에너지관리기능사","필기접수[명]","명","12796","10457","11397","10071","11130",
"에너지관리기능사","필기응시[명]","명","9796","8013","8854","7554","8506",
"에너지관리기능사","필기합격[명]","명","4643","4037","4220","3349","3680",
"에너지관리기능사","필기합격률[%]","%","47.4","50.38","47.66","44.33","43.26",
"에너지관리기능사","실기접수[명]","명","6020","5547","5963","4770","5018",
"에너지관리기능사","실기응시[명]","명","5692","5175","5531","4401","4690",
"에너지관리기능사","실기합격[명]","명","2907","2582","3590","2647","2819",
"에너지관리기능사","실기합격률[%]","%","51.07","49.89","64.91","60.15","60.11",
"1급","필기접수[명]","명","370242","498804","588217","354313","332931",
"1급","필기응시[명]","명","284993","361910","427370","259274","247666",
"1급","필기합격[명]","명","128259","148937","154685","95740","79459",
"1급","필기합격률[%]","%","45","41.15","36.19","36.93","32.08",
"1급","실기접수[명]","명","336208","388235","554608","357676","280995",
"1급","실기응시[명]","명","279752","312387","448997","292036","234620",
"1급","실기합격[명]","명","67888","76066","81421","57320","45424",
"1급","실기합격률[%]","%","24.27","24.35","18.13","19.63","19.36",
"경영.회계.사무","필기접수[명]","명","368931","497728","586654","352241","330447",
"경영.회계.사무","필기응시[명]","명","284010","361031","426074","257653","245633",
"경영.회계.사무","필기합격[명]","명","127675","148279","153674","94407","77714",
"경영.회계.사무","필기합격률[%]","%","44.95","41.07","36.07","36.64","31.64",
"경영.회계.사무","실기접수[명]","명","335394","387281","553306","355942","278702",
"경영.회계.사무","실기응시[명]","명","279056","311575","447909","290574","232706",
"경영.회계.사무","실기합격[명]","명","67607","75673","80852","56498","44528",
"경영.회계.사무","실기합격률[%]","%","24.23","24.29","18.05","19.44","19.13",
"경영","필기접수[명]","명","258","156","247","245","227",
"경영","필기응시[명]","명","195","118","194","168","148",
"경영","필기합격[명]","명","126","73","142","116","105",
"경영","필기합격률[%]","%","64.62","61.86","73.2","69.05","70.95",
"경영","실기접수[명]","명","171","122","186","176","164",
"경영","실기응시[명]","명","139","108","165","141","138",
"경영","실기합격[명]","명","47","19","80","37","61",
"경영","실기합격률[%]","%","33.81","17.59","48.48","26.24","44.2",
"사회조사분석사1급","필기접수[명]","명","177","125","191","202","167",
"사회조사분석사1급","필기응시[명]","명","131","93","150","140","103",
"사회조사분석사1급","필기합격[명]","명","83","58","107","93","78",
"사회조사분석사1급","필기합격률[%]","%","63.36","62.37","71.33","66.43","75.73",
"사회조사분석사1급","실기접수[명]","명","121","93","142","134","124",
"사회조사분석사1급","실기응시[명]","명","96","84","125","111","106",
"사회조사분석사1급","실기합격[명]","명","26","12","72","25","52",
"사회조사분석사1급","실기합격률[%]","%","27.08","14.29","57.6","22.52","49.06",
"컨벤션기획사1급","필기접수[명]","명","12","7","13","0","9",
"컨벤션기획사1급","필기응시[명]","명","9","7","7","0","7",
"컨벤션기획사1급","필기합격[명]","명","5","6","4","0","6",
"컨벤션기획사1급","필기합격률[%]","%","55.56","85.71","57.14","0","85.71",
"컨벤션기획사1급","실기접수[명]","명","6","8","6","3","6",
"컨벤션기획사1급","실기응시[명]","명","3","6","5","1","5",
"컨벤션기획사1급","실기합격[명]","명","0","0","2","0","0",
"컨벤션기획사1급","실기합격률[%]","%","0","0","40","0","0",
"소비자전문상담사1급","필기접수[명]","명","69","24","43","43","51",
"소비자전문상담사1급","필기응시[명]","명","55","18","37","28","38",
"소비자전문상담사1급","필기합격[명]","명","38","9","31","23","21",
"소비자전문상담사1급","필기합격률[%]","%","69.09","50","83.78","82.14","55.26",
"소비자전문상담사1급","실기접수[명]","명","44","21","38","39","34",
"소비자전문상담사1급","실기응시[명]","명","40","18","35","29","27",
"소비자전문상담사1급","실기합격[명]","명","21","7","6","12","9",
"소비자전문상담사1급","실기합격률[%]","%","52.5","38.89","17.14","41.38","33.33",
"회계","필기접수[명]","명","918","384","753","367","445",
"회계","필기응시[명]","명","236","229","481","225","261",
"회계","필기합격[명]","명","116","108","228","121","130",
"회계","필기합격률[%]","%","49.15","47.16","47.4","53.78","49.81",
"회계","실기접수[명]","명","149","178","259","239","182",
"회계","실기응시[명]","명","121","145","225","201","157",
"회계","실기합격[명]","명","51","36","42","65","58",
"회계","실기합격률[%]","%","42.15","24.83","18.67","32.34","36.94",
"전산회계운용사1급","필기접수[명]","명","918","384","753","367","445",
"전산회계운용사1급","필기응시[명]","명","236","229","481","225","261",
"전산회계운용사1급","필기합격[명]","명","116","108","228","121","130",
"전산회계운용사1급","필기합격률[%]","%","49.15","47.16","47.4","53.78","49.81",
